HardwareAddr,Username,Hostname,Permission,Description,
7e:52:30:98:c2:ad,shenqianjin,MacBook-Pro-88.local,R|W|AR|AW,
00:1b:21:bd:46:be,root,ylwl-hlj-1-node1,R|W|AR|AW,
